"","rank","fname","lname","country","best_qual","final","fall_qual","false_start_qual","fall_final","false_start_final","sex","event_id","lane_a","lane_b","fall_lane_a","false_start_lane_a","fall_lane_b","false_start_lane_b","first_round","quarter","semi","small_final","big_final","fall_first_round","fall_quarter","fall_semi","fall_small_final","fall_big_final","false_start_first_round","false_start_quarter","false_start_semi","false_start_small_final","false_start_big_final"
"1",1,"danyil","boldyrev","UKR",6.67,6.11,FALSE,FALSE,FALSE,FALSE,"M","744",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",2,"arsenii","shevchenko","RUS",6.75,6.59,FALSE,FALSE,FALSE,FALSE,"M","744",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",3,"yaroslav","gontaryk","UKR",6.4,6.2,FALSE,FALSE,FALSE,FALSE,"M","744",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",4,"stanislav","kokorin","RUS",6.85,9.56,FALSE,FALSE,FALSE,FALSE,"M","744",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",5,"sergey","abdrakhmanov","RUS",6.54,6.322,FALSE,FALSE,FALSE,FALSE,"M","744",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",6,"qixin","zhong","CHN",6.18,6.5,FALSE,FALSE,FALSE,FALSE,"M","744",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",7,"leonardo","gontero","ITA",6.58,6.59,FALSE,FALSE,FALSE,FALSE,"M","744",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",8,"evgenii","vaitsekhovskii","RUS",6.05,7.31,FALSE,FALSE,FALSE,FALSE,"M","744",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",9,"jedrzej","komosinski","POL",6.77,6.55,FALSE,FALSE,FALSE,FALSE,"M","744",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",10,"viacheslav","vedenchuk","RUS",6.68,6.61,FALSE,FALSE,FALSE,FALSE,"M","744",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",11,"libor","hroza","CZE",6.54,7.07,FALSE,FALSE,FALSE,FALSE,"M","744",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",12,"sergei","sinitcyn","RUS",6.8,7.21,FALSE,FALSE,FALSE,FALSE,"M","744",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",13,"sungjoon","chae","KOR",8.06,8.47,FALSE,FALSE,FALSE,FALSE,"M","744",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",14,"seungwoon","cho","KOR",8.96,9.41,FALSE,FALSE,FALSE,FALSE,"M","744",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",15,"sean","mccoll","CAN",9.87,10.05,FALSE,FALSE,FALSE,FALSE,"M","744",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",16,"artem","savelyev","RUS",7.33,NA,FALSE,FALSE,TRUE,FALSE,"M","744",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",17,"pyeongju","hwang","KOR",10.89,NA,FALSE,FALSE,FALSE,FALSE,"M","744",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",18,"hanwool","kim","KOR",11.53,NA,FALSE,FALSE,FALSE,FALSE,"M","744",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",19,"jakob","schubert","AUT",12.83,NA,FALSE,FALSE,FALSE,FALSE,"M","744",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",1,"stanislav","kokorin","RUS",6.09,6.08,FALSE,FALSE,FALSE,FALSE,"M","743",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",2,"evgenii","vaitsekhovskii","RUS",6.07,6.29,FALSE,FALSE,FALSE,FALSE,"M","743",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",3,"sergey","abdrakhmanov","RUS",6.35,6.11,FALSE,FALSE,FALSE,FALSE,"M","743",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",4,"aspar","aspar","INA",6.65,6.64,FALSE,FALSE,FALSE,FALSE,"M","743",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",5,"danyil","boldyrev","UKR",6.5,6.22,FALSE,FALSE,FALSE,FALSE,"M","743",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",6,"arsenii","shevchenko","RUS",6.51,6.33,FALSE,FALSE,FALSE,FALSE,"M","743",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",7,"yaroslav","gontaryk","UKR",6.23,7.71,FALSE,FALSE,FALSE,FALSE,"M","743",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",8,"sergei","sinitcyn","RUS",7.02,8.66,FALSE,FALSE,FALSE,FALSE,"M","743",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",9,"lincai","zhong","CHN",6.62,6.7,FALSE,FALSE,FALSE,FALSE,"M","743",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",10,"viacheslav","vedenchuk","RUS",6.64,7.07,FALSE,FALSE,FALSE,FALSE,"M","743",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",11,"guangdong","li","CHN",7.26,7.47,FALSE,FALSE,FALSE,FALSE,"M","743",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",12,"leonardo","gontero","ITA",6.26,7.75,FALSE,FALSE,FALSE,FALSE,"M","743",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",13,"artem","savelyev","RUS",7.12,8.36,FALSE,FALSE,FALSE,FALSE,"M","743",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",14,"jedrzej","komosinski","POL",6.5,8.81,FALSE,FALSE,FALSE,FALSE,"M","743",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",15,"oleksiy","yurko","UKR",6.93,NA,FALSE,FALSE,TRUE,FALSE,"M","743",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",16,"yuhang","zhang","CHN",7.34,NA,FALSE,FALSE,TRUE,FALSE,"M","743",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",17,"qixin","zhong","CHN",7.73,NA,FALSE,FALSE,FALSE,FALSE,"M","743",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",18,"yeu-shiang","chang","TPE",8.61,NA,FALSE,FALSE,FALSE,FALSE,"M","743",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",19,"libor","hroza","CZE",9.4,NA,FALSE,FALSE,FALSE,FALSE,"M","743",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",20,"sean","mccoll","CAN",10.22,NA,FALSE,FALSE,FALSE,FALSE,"M","743",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",1,"qixin","zhong","CHN",6.1,7.33,FALSE,FALSE,FALSE,FALSE,"M","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",2,"libor","hroza","CZE",6,8.98,FALSE,FALSE,FALSE,FALSE,"M","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",3,"dmitrii","timofeev","RUS",6.7,7.68,FALSE,FALSE,FALSE,FALSE,"M","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",4,"sergei","sinitcyn","RUS",6.7,NA,FALSE,FALSE,TRUE,FALSE,"M","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",5,"yaroslav","gontaryk","UKR",6.7,6.77,FALSE,FALSE,FALSE,FALSE,"M","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",6,"evgenii","vaitsekhovskii","RUS",6.5,7.37,FALSE,FALSE,FALSE,FALSE,"M","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",7,"danyil","boldyrev","UKR",6.5,NA,FALSE,FALSE,TRUE,FALSE,"M","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",8,"arsenii","shevchenko","RUS",6.6,NA,FALSE,FALSE,TRUE,FALSE,"M","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",9,"lukasz","swirk","POL",6.8,7.18,FALSE,FALSE,FALSE,FALSE,"M","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",10,"leonardo","gontero","ITA",6.5,7.21,FALSE,FALSE,FALSE,FALSE,"M","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",11,"weng khit, adriel","choo","SGP",6.7,7.31,FALSE,FALSE,FALSE,FALSE,"M","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",12,"stanislav","kokorin","RUS",6.8,7.89,FALSE,FALSE,FALSE,FALSE,"M","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",13,"marcin","dzienski","POL",6.5,7.96,FALSE,FALSE,FALSE,FALSE,"M","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",14,"oleksiy","yurko","UKR",6.7,8.2,FALSE,FALSE,FALSE,FALSE,"M","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",15,"sergey","abdrakhmanov","RUS",6.4,NA,FALSE,FALSE,TRUE,FALSE,"M","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",16,"manuel","escobar","VEN",6.7,NA,FALSE,FALSE,TRUE,FALSE,"M","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",17,"bassa","mawem","FRA",6.9,NA,FALSE,FALSE,FALSE,FALSE,"M","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",17,"lincai","zhong","CHN",6.9,NA,FALSE,FALSE,FALSE,FALSE,"M","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",19,"aspar","aspar","INA",7,NA,FALSE,FALSE,FALSE,FALSE,"M","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",19,"sergiy","barkovskyy","UKR",7,NA,FALSE,FALSE,FALSE,FALSE,"M","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",19,"sayat","bokanov","KAZ",7,NA,FALSE,FALSE,FALSE,FALSE,"M","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",22,"isaac","estevez","ECU",7.1,NA,FALSE,FALSE,FALSE,FALSE,"M","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",22,"volodymyr","zinchenko","UKR",7.1,NA,FALSE,FALSE,FALSE,FALSE,"M","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",24,"andrii","kytaiko","UKR",7.4,NA,FALSE,FALSE,FALSE,FALSE,"M","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",24,"guillaume","moro","FRA",7.4,NA,FALSE,FALSE,FALSE,FALSE,"M","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",26,"artyom","devyaterikov","KAZ",7.7,NA,FALSE,FALSE,FALSE,FALSE,"M","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",27,"gian-luca","grichting","SUI",7.9,NA,FALSE,FALSE,FALSE,FALSE,"M","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",27,"josmar","nieves","VEN",7.9,NA,FALSE,FALSE,FALSE,FALSE,"M","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",29,"yoann","le couster","FRA",8,NA,FALSE,FALSE,FALSE,FALSE,"M","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",30,"andres","quinteros","ECU",8.2,NA,FALSE,FALSE,FALSE,FALSE,"M","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",31,"csaba","komondi","HUN",8.5,NA,FALSE,FALSE,FALSE,FALSE,"M","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",31,"andres","pazmino","ECU",8.5,NA,FALSE,FALSE,FALSE,FALSE,"M","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",33,"stefano","ghisolfi","ITA",8.6,NA,FALSE,FALSE,FALSE,FALSE,"M","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",34,"seungwoon","cho","KOR",9.2,NA,FALSE,FALSE,FALSE,FALSE,"M","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",34,"robert","stewart-patterson","CAN",9.2,NA,FALSE,FALSE,FALSE,FALSE,"M","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",36,"dominic","labarge","USA",9.3,NA,FALSE,FALSE,FALSE,FALSE,"M","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",37,"julian","boyd","USA",9.5,NA,FALSE,FALSE,FALSE,FALSE,"M","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",38,"charles","andrews-jubelt","USA",9.7,NA,FALSE,FALSE,FALSE,FALSE,"M","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",38,"thomas","tauporn","GER",9.7,NA,FALSE,FALSE,FALSE,FALSE,"M","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",40,"giga","jankhoteli","GEO",10.7,NA,FALSE,FALSE,FALSE,FALSE,"M","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",40,"shane","puccio","USA",10.7,NA,FALSE,FALSE,FALSE,FALSE,"M","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",42,"rolands","rugens","LAT",10.9,NA,FALSE,FALSE,FALSE,FALSE,"M","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",43,"sean","mccoll","CAN",11.2,NA,FALSE,FALSE,FALSE,FALSE,"M","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",44,"hanwool","kim","KOR",11.8,NA,FALSE,FALSE,FALSE,FALSE,"M","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",45,"cédric","lachat","SUI",12.6,NA,FALSE,FALSE,FALSE,FALSE,"M","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",46,"marco antonio","jubes angarita","ESP",14,NA,FALSE,FALSE,FALSE,FALSE,"M","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",47,"denis","ioannou","CYP",15,NA,FALSE,FALSE,FALSE,FALSE,"M","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",48,"klemen","becan","SLO",16.3,NA,FALSE,FALSE,FALSE,FALSE,"M","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",48,"cingiz","tagizade","AZE",16.3,NA,FALSE,FALSE,FALSE,FALSE,"M","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",50,"ilham","israfilov","AZE",27.5,NA,FALSE,FALSE,FALSE,FALSE,"M","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",51,"jaime hendrik","quintana","PER",30.7,NA,FALSE,FALSE,FALSE,FALSE,"M","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",52,"babek","ibadov","AZE",NA,NA,TRUE,FALSE,FALSE,FALSE,"M","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",52,"jedrzej","komosinski","POL",NA,NA,TRUE,FALSE,FALSE,FALSE,"M","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",52,"amir","maimuratov","KAZ",NA,NA,TRUE,FALSE,FALSE,FALSE,"M","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",52,"alexey","molchanov","KAZ",NA,NA,TRUE,FALSE,FALSE,FALSE,"M","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",1,"leonardo","gontero","ITA",6.93,6.6,FALSE,FALSE,FALSE,FALSE,"M","737",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",2,"sergei","sinitcyn","RUS",6.9,6.74,FALSE,FALSE,FALSE,FALSE,"M","737",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",3,"libor","hroza","CZE",6.46,6.5,FALSE,FALSE,FALSE,FALSE,"M","737",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",4,"stanislav","kokorin","RUS",7.22,NA,FALSE,FALSE,TRUE,FALSE,"M","737",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",5,"jedrzej","komosinski","POL",7.07,6.84,FALSE,FALSE,FALSE,FALSE,"M","737",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",6,"sergey","abdrakhmanov","RUS",6.73,7.9,FALSE,FALSE,FALSE,FALSE,"M","737",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",7,"danyil","boldyrev","UKR",7.01,9.49,FALSE,FALSE,FALSE,FALSE,"M","737",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",8,"bassa","mawem","FRA",6.92,NA,FALSE,FALSE,TRUE,FALSE,"M","737",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",9,"lukasz","swirk","POL",7.18,7.12,FALSE,FALSE,FALSE,FALSE,"M","737",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",10,"arsenii","shevchenko","RUS",8.05,7.54,FALSE,FALSE,FALSE,FALSE,"M","737",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",11,"yoann","le couster","FRA",8.14,7.54,FALSE,FALSE,FALSE,FALSE,"M","737",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",12,"evgenii","vaitsekhovskii","RUS",7.03,7.7,FALSE,FALSE,FALSE,FALSE,"M","737",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",13,"andres","quinteros","ECU",8.69,8.45,FALSE,FALSE,FALSE,FALSE,"M","737",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",14,"oleksiy","yurko","UKR",7.44,NA,FALSE,FALSE,TRUE,FALSE,"M","737",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",15,"manuel","escobar","VEN",8.1,NA,FALSE,FALSE,TRUE,FALSE,"M","737",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",16,"isaac","estevez","ECU",8.44,NA,FALSE,FALSE,TRUE,FALSE,"M","737",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",1,"yaroslav","gontaryk","UKR",13.42,12.98,FALSE,FALSE,FALSE,FALSE,"M","734",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",2,"evgenii","vaitsekhovskii","RUS",14.4,NA,FALSE,FALSE,TRUE,FALSE,"M","734",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",3,"sergei","sinitcyn","RUS",14.1,16.16,FALSE,FALSE,FALSE,FALSE,"M","734",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",4,"viacheslav","vedenchuk","RUS",15.95,20.81,FALSE,FALSE,FALSE,FALSE,"M","734",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",5,"stanislav","kokorin","RUS",14.61,13.52,FALSE,FALSE,FALSE,FALSE,"M","734",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",6,"michel","sirotti","ITA",18.37,16.35,FALSE,FALSE,FALSE,FALSE,"M","734",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",7,"libor","hroza","CZE",16.95,17.62,FALSE,FALSE,FALSE,FALSE,"M","734",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",8,"sergey","abdrakhmanov","RUS",13.74,NA,FALSE,FALSE,TRUE,FALSE,"M","734",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",9,"arsenii","shevchenko","RUS",13.72,15.89,FALSE,FALSE,FALSE,FALSE,"M","734",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",10,"jedrzej","komosinski","POL",14.67,16.84,FALSE,FALSE,FALSE,FALSE,"M","734",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
